date,precision,category,title_en,title_es,summary_en,summary_es,source_url,link_en,link_es
2026-08-16,day,procedures,"El Salvador TPS: pending EAD renewals extended by USCIS notice to Sept. 9, 2026",TPS de El Salvador: renovaciones de EAD pendientes extendidas por aviso de USCIS hasta el 9 de septiembre de 2026,"USCIS's El Salvador TPS page confirms that beneficiaries whose A12/C19 EAD renewal is still pending receive a notice (mail + myUSCIS) extending the expired card to September 9, 2026; qualifying card front dates go back to March 9, 2018. Nothing is announced beyond Sept. 9, 2026. Our El Salvador TPS pages now carry the mechanism EN+ES.",La página del TPS de El Salvador de USCIS confirma que los beneficiarios con renovación de EAD A12/C19 pendiente reciben un aviso (correo + myUSCIS) que extiende la tarjeta vencida hasta el 9 de septiembre de 2026; se aceptan fechas de tarjeta desde el 9 de marzo de 2018. No hay anuncio después del 9 de septiembre de 2026. Nuestras páginas del TPS de El Salvador ya explican el mecanismo EN+ES.,https://www.uscis.gov/humanitarian/temporary-protected-status/temporary-protected-status-designated-country-el-salvador,/procedures/tps-by-country/el-salvador/,/es/tramites/tps-por-pais/el-salvador/
2026-08-14,day,procedures,"New I-539 and I-765 form editions Sept. 15 -- older editions rejected, no grace period","Nuevas ediciones de los Formularios I-539 e I-765 el 15 de septiembre -- las anteriores se rechazan, sin periodo de gracia","USCIS announced that revised 09/15/26 editions of Form I-539 (extend/change status) and Form I-765 (work permit) publish September 15, 2026, aligned with the fixed-period-of-admission rule. No grace period: older editions postmarked or submitted on or after September 15 are rejected; the new editions are accepted only on or after that date.","USCIS anunció que el 15 de septiembre de 2026 se publican las ediciones revisadas 09/15/26 del Formulario I-539 (extender/cambiar estatus) y del Formulario I-765 (permiso de trabajo), alineadas con la regla de admisión por periodo fijo. Sin periodo de gracia: las ediciones anteriores con matasellos o enviadas el 15 de septiembre o después se rechazan; las nuevas solo se aceptan a partir de esa fecha.",https://www.uscis.gov/newsroom/alerts/uscis-to-publish-new-editions-of-form-i-539-and-form-i-765-older-editions-will-be-rejected-starting,/immigration-cases/end-of-duration-of-status-f1-j1-students/,/es/casos-de-inmigracion/fin-de-la-duracion-de-estatus-estudiantes-f1-j1/
2026-08-14,day,benefits,Appeals court lets USCIS resume re-review of approved cases (39-country litigation),Corte de apelaciones permite a USCIS reanudar la re-revisión de casos aprobados (litigio de 39 países),"On August 14, 2026 the First Circuit partially stayed the Rhode Island ruling in Dorcas International v. USCIS: while the appeal proceeds, USCIS may resume re-reviewing already-approved benefit requests of people from the designated countries who entered the U.S. on or after January 20, 2021. The asylum and benefits holds remain vacated.","El 14 de agosto de 2026 el Primer Circuito suspendió parcialmente el fallo de Rhode Island en Dorcas International v. USCIS: mientras avanza la apelación, USCIS puede volver a re-revisar solicitudes de beneficios ya aprobadas de personas de los países designados que entraron a EE.UU. el 20 de enero de 2021 o después. Las pausas de asilo y beneficios siguen anuladas.",https://www.ca1.uscourts.gov/sites/ca1/files/opnfiles/26-1703P-01A.pdf,/immigration-cases/asylum-benefits-adjudication-hold-vacated-39-countries/,/es/casos-de-inmigracion/pausa-de-asilo-y-beneficios-anulada-39-paises/
2026-08-14,day,tps,"Somalia TPS terminated effective Aug. 14, 2026 — court lifts the stay and E-Verify says A12/C19 EADs are no longer valid",El TPS de Somalia terminó con efecto el 14 de agosto de 2026 — el tribunal levanta la suspensión y E-Verify indica que los EAD A12/C19 ya no son válidos,"On the day Somalia's Aug. 14 Form I-9 date came due, the District of Massachusetts granted the government's motion and lifted the administrative stay in African Communities Together v. Noem (No. 26-cv-11201); the plaintiffs filed a notice of appeal the same day. E-Verify guidance issued Aug. 14, 2026 (superseding Aug. 12) states the Somalia designation is terminated, effective Aug. 14, 2026: Form I-766 EADs with category A12 or C19 are no longer valid and employers must reverify. Ethiopia's stay survived a same-day motion to lift (No. 26-cv-10278) and it is now the only designation still court-stayed, with a Form I-9 date of Aug. 19, 2026. The USCIS Somalia page had not yet been archived as of Aug. 15, 2026.","El día en que vencía la fecha del Formulario I-9 del 14 de agosto de Somalia, el Distrito de Massachusetts concedió la moción del gobierno y levantó la suspensión administrativa en African Communities Together v. Noem (No. 26-cv-11201); los demandantes presentaron un aviso de apelación el mismo día. La guía de E-Verify del 14 de agosto de 2026 (que reemplaza la del 12 de agosto) indica que la designación de Somalia está terminada, con efecto el 14 de agosto de 2026: los Formularios I-766 (EAD) con categoría A12 o C19 ya no son válidos y los empleadores deben reverificar. La suspensión de Etiopía sobrevivió una moción del mismo día para levantarla (No. 26-cv-10278) y ahora es la única designación aún suspendida por tribunal, con fecha I-9 del 19 de agosto de 2026. La página de Somalia de USCIS aún no había sido archivada al 15 de agosto de 2026.",https://www.e-verify.gov/about-e-verify/whats-new/termination-of-temporary-protected-status-for-somalia-release-aug-14-2026,/procedures/tps-by-country/somalia/,/es/tramites/tps-por-pais/somalia/
2026-08-13,day,procedures,"BIA: leaving on advance parole is now a ""departure"" — Matter of Arrabally overruled","BIA: salir con advance parole ahora es una ""salida"" — Matter of Arrabally anulado","In Matter of Delcarmen-Lara, 29 I&N Dec. 830 (BIA 2026, decided Aug. 13), the Board of Immigration Appeals overruled Matter of Arrabally and Yerrabelly (2012) and held that a departure under a grant of advance parole is a ""departure"" under INA §212(a)(9)(B)(i)(II). Advance-parole travel is no longer a safe harbor from the unlawful-presence bars, and the Board applied the rule to a trip already taken. Our I-131 and DACA travel pages now carry the new rule.","En Matter of Delcarmen-Lara, 29 I&N Dec. 830 (BIA 2026, decidido el 13 de agosto), la Junta de Apelaciones de Inmigración anuló Matter of Arrabally and Yerrabelly (2012) y decidió que salir con advance parole es una ""salida"" bajo INA §212(a)(9)(B)(i)(II). Viajar con advance parole ya no protege de los castigos de presencia ilegal, y la Junta aplicó la regla a un viaje ya realizado. Nuestras páginas de I-131 y de viaje con DACA ya reflejan la nueva regla.",https://www.justice.gov/eoir/media/1457741/dl?inline,/procedures/uscis/i-131-travel-document-advance-parole/,/es/tramites/uscis/i-131-documento-viaje-advance-parole/
2026-08-12,day,tps,"E-Verify moves the TPS Somalia Form I-9 date again: Aug. 12 to Aug. 14, 2026",E-Verify vuelve a mover la fecha del Formulario I-9 del TPS de Somalia: del 12 al 14 de agosto de 2026,"On the day Somalia's Aug. 12 Form I-9 date came due, E-Verify posted superseding Somalia guidance replacing the Aug. 10 release. The EADs remain extended per court order under African Communities Together v. Noem (No. 26-cv-11201, D. Mass.), and employers now enter Aug. 14, 2026 on Form I-9 and in E-Verify. This is the second consecutive two-day step, and the third release in a row posted on the very day the prior date came due. Somalia remains the earlier of the two designations still court-stayed, ahead of Ethiopia (Aug. 19, 2026). The USCIS Somalia TPS page is still live, not archived (checked Aug. 14, 2026).","El día en que vencía la fecha del Formulario I-9 del 12 de agosto de Somalia, E-Verify publicó guía de Somalia que reemplaza la del 10 de agosto. Los EAD siguen extendidos por orden judicial bajo African Communities Together v. Noem (No. 26-cv-11201, D. Mass.), y los empleadores anotan ahora el 14 de agosto de 2026 en el Formulario I-9 y en E-Verify. Es el segundo salto consecutivo de dos días, y el tercer aviso seguido publicado el mismo día en que vencía la fecha anterior. Somalia sigue siendo la más próxima de las dos designaciones aún suspendidas por tribunales, antes que Etiopía (19 de agosto de 2026). La página de TPS de Somalia de USCIS sigue activa, no archivada (verificado el 14 de agosto de 2026).",https://www.e-verify.gov/about-e-verify/whats-new/update-on-termination-of-temporary-protected-status-for-somalia-release-7,/procedures/tps-by-country/somalia/,/es/tramites/tps-por-pais/somalia/
2026-08-11,day,citizenship,"DOJ has filed 123 civil denaturalization complaints since Jan. 20, 2025 — a record — USCIS announces 25 more",El DOJ ha presentado 123 demandas civiles de desnaturalización desde el 20 de enero de 2025 — un récord — USCIS anuncia 25 más,"USCIS announced that the Justice Department filed denaturalization actions against 25 individuals since July 2026 — described as the largest denaturalization effort yet — and that 123 civil denaturalization complaints have been filed since Jan. 20, 2025, the most in recorded history. In June 2026 news outlets had reported a DOJ goal of at least 250 cases by the end of fiscal year 2026. These are individual civil suits under 8 U.S.C. § 1451(a); each is decided on its own record. Denaturalization does not affect people who are U.S. citizens by birth.","USCIS anunció que el Departamento de Justicia presentó acciones de desnaturalización contra 25 personas desde julio de 2026 — descrito como el mayor esfuerzo de desnaturalización hasta ahora — y que se han presentado 123 demandas civiles de desnaturalización desde el 20 de enero de 2025, la cifra más alta en la historia registrada. En junio de 2026 varios medios informaron de una meta del DOJ de al menos 250 casos antes del fin del año fiscal 2026. Son demandas civiles individuales bajo 8 U.S.C. § 1451(a); cada una se resuelve según su propio expediente. La desnaturalización no afecta a las personas ciudadanas por nacimiento.",https://www.uscis.gov/newsroom/news-releases/justice-department-files-record-25-denaturalization-cases-against-naturalized-criminals-including,/immigration-cases/civil-denaturalization-citizenship-revocation/,/es/casos-de-inmigracion/desnaturalizacion-civil-revocacion-de-ciudadania/
2026-08-11,day,citizenship,New executive order on citizenship documents — birthright citizenship itself is unchanged,Nueva orden ejecutiva sobre documentos de ciudadanía — la ciudadanía por nacimiento no cambia,"Executive Order 14418, signed August 6 and published August 11, 2026 (91 FR 51991), does not reopen Trump v. Barbara: a child born in the United States to undocumented parents is still a U.S. citizen at birth. The order directs federal agencies not to issue — or accept state and local documents recognizing — U.S. citizenship for a person when neither parent is a U.S. citizen and one of four categories applies: a parent is a designated Foreign Terrorist Organization member or Specially Designated Global Terrorist; a parent is a foreign government employee (defined to include embassy or consulate employees who are nationals of that country); the parents engaged in a commercial transaction for birth tourism or U.S. surrogacy, or committed citizenship fraud; or the birth occurred in a U.S. territory where citizenship is not conferred by federal statute. The foreign-government-employee category is broader than the long-standing accredited-diplomat exception. Agencies must publish implementation guidance within 30 days, i.e. by September 5, 2026.","La Orden Ejecutiva 14418, firmada el 6 de agosto y publicada el 11 de agosto de 2026 (91 FR 51991), no reabre Trump v. Barbara: un niño nacido en Estados Unidos de padres indocumentados sigue siendo ciudadano estadounidense al nacer. La orden instruye a las agencias federales a no emitir — ni aceptar documentos estatales o locales que reconozcan — la ciudadanía estadounidense para una persona cuando ninguno de los dos padres es ciudadano y aplica una de cuatro categorías: un padre o madre es miembro de una Organización Terrorista Extranjera designada o Terrorista Global Especialmente Designado; un padre o madre es empleado de un gobierno extranjero (definido para incluir empleados de embajada o consulado que son nacionales de ese país); los padres hicieron una transacción comercial de turismo de parto o gestación subrogada en EE.UU., o cometieron fraude de ciudadanía; o el nacimiento ocurrió en un territorio de EE.UU. donde la ciudadanía no se otorga por ley federal. La categoría de empleados de gobiernos extranjeros es más amplia que la excepción antigua para diplomáticos acreditados. Las agencias deben publicar guía de implementación dentro de 30 días, es decir antes del 5 de septiembre de 2026.",https://www.federalregister.gov/documents/2026/08/11/2026-16403/continuing-to-protect-the-meaning-and-value-of-american-citizenship,/immigration-cases/birthright-citizenship-supreme-court/,/es/casos-de-inmigracion/ciudadania-por-nacimiento-corte-suprema/
2026-08-11,day,visas,USCIS gains authority to require e-filing — new Form I-936 waiver ($25); nothing is mandated yet,USCIS obtiene autoridad para exigir la presentación electrónica — nuevo Formulario I-936 de exención ($25); todavía no exige nada,"An interim final rule effective on publication (91 FR 51924, Aug. 11, 2026) lets USCIS mandate electronic filing of a benefit request that has been available for e-filing at least 180 days (8 CFR 103.2(a)(1)(ii)), after publishing notice on uscis.gov with at least 60 days of advance notice. It mandates nothing on its own: DHS states the rule will have no practical effect until Form I-936 is approved by OMB and USCIS issues such a notice. New Form I-936, Request for Waiver of E-Filing Requirement, is filed before a paper filing and costs $25 (8 CFR 106.2(a)(64)), with a fee waiver available on Form I-912 (8 CFR 106.3). The standard is undue hardship at USCIS's discretion, weighing geographic location, socioeconomic conditions and the availability of public technology resources; DHS says lacking home internet is not by itself enough — the requestor must explain why libraries, community centers, friends or family are not an option. Comments close Oct. 13, 2026 (DHS Docket USCIS-2026-0232, RIN 1615-AD19).","Una regla interina final vigente desde su publicación (91 FR 51924, 11 de agosto de 2026) permite a USCIS exigir la presentación electrónica de una solicitud de beneficio que haya estado disponible en línea al menos 180 días (8 CFR 103.2(a)(1)(ii)), tras publicar el aviso en uscis.gov con al menos 60 días de anticipación. Por sí sola no exige nada: el DHS afirma que la regla no tendrá efecto práctico hasta que el Formulario I-936 sea aprobado por la OMB y USCIS emita ese aviso. El nuevo Formulario I-936, Solicitud de Exención del Requisito de Presentación Electrónica, se presenta antes de la presentación en papel y cuesta $25 (8 CFR 106.2(a)(64)), con exoneración disponible mediante el Formulario I-912 (8 CFR 106.3). El criterio es dificultad indebida a discreción de USCIS, considerando la ubicación geográfica, las condiciones socioeconómicas y la disponibilidad de recursos tecnológicos públicos; el DHS indica que no tener internet en casa no basta por sí solo — hay que explicar por qué no son opción las bibliotecas, los centros comunitarios, los amigos o la familia. Los comentarios cierran el 13 de octubre de 2026 (expediente DHS USCIS-2026-0232, RIN 1615-AD19).",https://www.federalregister.gov/documents/2026/08/11/2026-16313/mandatory-electronic-filing-e-filing,/procedures/uscis/,/es/tramites/uscis/
2026-08-10,day,fees,Court declines to pause the TPS work-permit one-year cap during the H.R.1 fees appeal,Corte se niega a pausar el tope de un año del permiso de trabajo TPS durante la apelación de tarifas H.R.1,"On August 10, 2026 Judge Gorton denied the plaintiffs' emergency motion to stay the TPS work-authorization terminations pending appeal in Venezuelan Ass'n of Mass. v. USCIS, so the one-year cap on TPS-based EADs keeps operating. The plaintiffs' emergency stay motion at the First Circuit (No. 26-1893) was fully briefed August 14 and awaits a ruling.","El 10 de agosto de 2026 el juez Gorton negó la moción de emergencia de los demandantes para suspender, durante la apelación, la terminación de la autorización de trabajo basada en TPS en Venezuelan Ass'n of Mass. v. USCIS, así que el tope de un año para los EAD basados en TPS sigue operando. La moción de emergencia ante el Primer Circuito (No. 26-1893) quedó completamente presentada el 14 de agosto y espera decisión.",https://www.courtlistener.com/docket/73564609/venezuelan-association-of-massachusetts-v-united-states-citizenship-and/,/immigration-cases/hr1-obbba-asylum-ead-tps-immigration-fees-2025/,/es/casos-de-inmigracion/tarifas-migratorias-hr1-obbba-asilo-permiso-trabajo-tps-2025/
2026-08-10,day,tps,"E-Verify moves the TPS Somalia Form I-9 date again: Aug. 10 to Aug. 12, 2026",E-Verify vuelve a mover la fecha del Formulario I-9 del TPS de Somalia: del 10 al 12 de agosto de 2026,"On the day Somalia's Aug. 10 Form I-9 date came due, E-Verify posted superseding Somalia guidance replacing the Aug. 5 release. The EADs remain extended per court order under African Communities Together v. Noem (No. 26-cv-11201, D. Mass.), and employers now enter Aug. 12, 2026 on Form I-9 and in E-Verify. The two-day step makes Somalia the earlier of the two designations still court-stayed, ahead of Ethiopia (Aug. 19, 2026). The USCIS Somalia TPS page is still live, not archived (checked Aug. 11, 2026). The release title is not the signal: Burma’s Aug. 7 termination was also posted as “Update on Termination” — only the text distinguishes an extension from a cut.","El día en que vencía la fecha del Formulario I-9 del 10 de agosto de Somalia, E-Verify publicó guía de Somalia que reemplaza la del 5 de agosto. Los EAD siguen extendidos por orden judicial bajo African Communities Together v. Noem (No. 26-cv-11201, D. Mass.), y los empleadores anotan ahora el 12 de agosto de 2026 en el Formulario I-9 y en E-Verify. El salto de dos días deja a Somalia como la más próxima de las dos designaciones aún suspendidas por tribunales, antes que Etiopía (19 de agosto de 2026). La página de TPS de Somalia de USCIS sigue activa, no archivada (verificado el 11 de agosto de 2026). El título del aviso no es la señal: la terminación de Birmania del 7 de agosto también se publicó como “Update on Termination” — solo el texto distingue una extensión de un corte.",https://www.e-verify.gov/about-e-verify/whats-new/update-on-termination-of-temporary-protected-status-for-somalia-release-6,/procedures/tps-by-country/somalia/,/es/tramites/tps-por-pais/somalia/
2026-08-07,day,tps,"Burma (Myanmar) and South Sudan TPS terminated, effective Aug. 7, 2026 — A12/C19 work permits no longer valid","El TPS de Birmania (Myanmar) y Sudán del Sur queda terminado, con efecto el 7 de agosto de 2026 — los permisos de trabajo A12/C19 ya no son válidos","On Aug. 7, 2026 USCIS archived the Burma (Myanmar) and South Sudan TPS country pages, and E-Verify guidance issued the same day states both designations are terminated, effective Aug. 7, 2026 (Burma: 90 FR 53378; South Sudan: 90 FR 50484). Form I-766 EADs with category A12 or C19 issued under them are no longer valid, and employers must reverify those employees. South Sudan was terminated three days before the Aug. 10 Form I-9 date its Aug. 6 guidance had promised. Two designations remain court-stayed with EADs extended per court order: Somalia (I-9 date Aug. 10, 2026) and Ethiopia (Aug. 19, 2026).","El 7 de agosto de 2026 USCIS archivó las páginas de TPS de Birmania (Myanmar) y Sudán del Sur, y la guía de E-Verify emitida el mismo día indica que ambas designaciones están terminadas, con efecto el 7 de agosto de 2026 (Birmania: 90 FR 53378; Sudán del Sur: 90 FR 50484). Los Formularios I-766 (EAD) con categoría A12 o C19 emitidos bajo ellas ya no son válidos, y los empleadores deben reverificar a esos empleados. Sudán del Sur fue terminado tres días antes de la fecha del 10 de agosto en el Formulario I-9 que prometía su guía del 6 de agosto. Quedan dos designaciones suspendidas por tribunales con los EAD extendidos por orden judicial: Somalia (fecha I-9 del 10 de agosto de 2026) y Etiopía (19 de agosto de 2026).",https://www.e-verify.gov/about-e-verify/whats-new/update-on-termination-of-temporary-protected-status-for-burma-release-aug,/procedures/tps-by-country/burma-myanmar/,/es/tramites/tps-por-pais/burma-myanmar/
2026-08-06,day,courts,"The alien registration rule is now final and the appeal is over — DHS issued a final rule effective June 29, 2026 and the D.C. Circuit dismissed the challenge on August 6, 2026",La regla de registro de extranjeros ya es final y la apelación terminó — el DHS emitió una regla final vigente desde el 29 de junio de 2026 y el Circuito de DC desestimó la impugnación el 6 de agosto de 2026,"Two changes closed out the Form G-325R registration fight. On June 29, 2026 DHS published the final rule “Alien Registration Form and Evidence of Registration” (91 FR 39248, RIN 1615-AC96), effective the same day. It adopts the March 2025 interim final rule as final and, in DHS's words, adopts the amendments to 8 CFR 264.1(a) and (b) “without change” — Form G-325R remains the general registration form and the USCIS Proof of Alien G-325R Registration remains the evidence of registration. The changes it does make are administrative: it updates which documents count as registration or as proof of registration (adding Forms I-94A/I-94W, DSP-150 in place of the old Canadian and Mexican border crossing cards, I-860, I-871, and NEXUS/SENTRI/FAST/Global Entry documents; dropping obsolete Forms I-67, I-691 and I-700), restructures the fingerprinting waivers in 8 CFR 264.1(e) — edits DHS calls “non-substantive and clarifying” — and makes technical corrections to 8 CFR 264.1(g), 264.5(h) and 264.6. DHS decided not to impose a biometric services fee “at this time,” while saying it may impose an application or biometric services fee in the future. Then, on August 6, 2026, the D.C. Circuit (Judges Millett, Katsas and Childs) discharged its July 27 order to show cause — which had asked why the consolidated appeals (Nos. 25-5152, 25-5233, 25-5247) should not be dismissed as moot in light of the new final rule — and ordered the clerk to note that the case is dismissed, stating that no mandate will issue. The court did not rule on whether the registration rule is lawful. The duty to register, the duty of registered noncitizens 18 and over to carry proof, and the criminal penalties for willful noncompliance are statutory (INA sections 262, 264(e) and 266) and did not change. The district court case (D.D.C. 1:25-cv-00943) remains stayed. DHS separately asked for comments on possible future changes to the registration regulations; that comment period closed August 28, 2026.","Dos cambios cerraron la disputa sobre el registro con el Formulario G-325R. El 29 de junio de 2026 el DHS publicó la regla final “Alien Registration Form and Evidence of Registration” (91 FR 39248, RIN 1615-AC96), vigente ese mismo día. Adopta como final la regla interina de marzo de 2025 y, en palabras del DHS, adopta las modificaciones a 8 CFR 264.1(a) y (b) “sin cambios” — el Formulario G-325R sigue siendo el formulario general de registro y el USCIS Proof of Alien G-325R Registration sigue siendo la prueba de registro. Los cambios que sí hace son administrativos: actualiza qué documentos cuentan como registro o como prueba de registro (agrega los Formularios I-94A/I-94W, el DSP-150 en lugar de las antiguas tarjetas de cruce fronterizo canadiense y mexicana, el I-860, el I-871 y los documentos de NEXUS/SENTRI/FAST/Global Entry; elimina los formularios obsoletos I-67, I-691 e I-700), reestructura las exenciones de huellas en 8 CFR 264.1(e) — cambios que el DHS califica de “no sustantivos y aclaratorios” — y hace correcciones técnicas a 8 CFR 264.1(g), 264.5(h) y 264.6. El DHS decidió no imponer una cuota de servicios biométricos “por ahora”, aunque dijo que podría imponer una cuota de solicitud o de servicios biométricos en el futuro. Luego, el 6 de agosto de 2026, el Circuito de DC (jueces Millett, Katsas y Childs) dejó sin efecto su orden del 27 de julio de mostrar causa — que había preguntado por qué las apelaciones consolidadas (Nos. 25-5152, 25-5233, 25-5247) no deberían desestimarse por falta de objeto a la luz de la nueva regla final — y ordenó al secretario anotar que el caso queda desestimado, indicando que no se emitirá mandato. El tribunal no decidió si la regla de registro es legal. El deber de registrarse, el deber de las personas registradas de 18 años o más de portar la prueba y las penas penales por incumplimiento intencional son de ley (secciones 262, 264(e) y 266 de la INA) y no cambiaron. El caso en el tribunal de distrito (D.D.C. 1:25-cv-00943) sigue suspendido. Por separado, el DHS pidió comentarios sobre posibles cambios futuros a las regulaciones de registro; ese periodo de comentarios cerró el 28 de agosto de 2026.",https://www.federalregister.gov/documents/2026/06/29/2026-13057/alien-registration-form-and-evidence-of-registration,/immigration-cases/alien-registration-g325r/,/es/casos-de-inmigracion/registro-de-extranjeros-g325r/
2026-08-06,day,tps,"E-Verify moves two more TPS Form I-9 dates: Ethiopia to Aug. 19, South Sudan to Aug. 10, 2026",E-Verify mueve dos fechas más del Formulario I-9 del TPS: Etiopía al 19 de agosto y Sudán del Sur al 10 de agosto de 2026,"E-Verify posted superseding guidance for Ethiopia and South Sudan on Aug. 6, 2026 — the day their shared Form I-9 date came due — each replacing a July 30, 2026 release. Employment Authorization Documents under both designations remain extended per court order — African Communities Together v. Noem (Ethiopia: No. 26-cv-10278-BEM; South Sudan: No. 25-cv-13939-PBS, both D. Mass.) — and the guidance still describes the extension as limited relief until the lower courts align with Mullin v. Doe. South Sudan's Section 2 date moves from Aug. 6 to Aug. 10, 2026, the same day as Somalia; Ethiopia's moves from Aug. 6 to Aug. 19, 2026, a 13-day step that makes it the furthest out of the four court-stayed designations. Section 1 still reads 'as per court order'. Neither USCIS country page has been moved to the archive, the step that put the Haiti, Syria and Yemen terminations into force on July 27, 2026.","E-Verify publicó el 6 de agosto de 2026 — el mismo día en que vencía su fecha compartida del Formulario I-9 — guía que reemplaza la del 30 de julio de 2026 para Etiopía y Sudán del Sur. Los Documentos de Autorización de Empleo bajo ambas designaciones siguen extendidos por orden judicial — African Communities Together v. Noem (Etiopía: No. 26-cv-10278-BEM; Sudán del Sur: No. 25-cv-13939-PBS, ambos D. Mass.) — y la guía sigue describiendo la extensión como un alivio limitado hasta que los tribunales inferiores se alineen con Mullin v. Doe. La fecha de la Sección 2 de Sudán del Sur pasa del 6 al 10 de agosto de 2026, el mismo día que Somalia; la de Etiopía pasa del 6 al 19 de agosto de 2026, un salto de 13 días que la deja como la más lejana de las cuatro designaciones suspendidas por tribunales. La Sección 1 sigue leyendo “as per court order”. Ninguna de las dos páginas de país de USCIS ha sido trasladada al archivo, el paso que puso en vigor las terminaciones de Haití, Siria y Yemen el 27 de julio de 2026.",https://www.e-verify.gov/about-e-verify/whats-new,/datasets/tps-work-permit-status/,/es/datos/estado-permisos-trabajo-tps/
2026-08-05,day,asylum,Court splits the H.R.1 ruling: asylum-fee rejection and removal stay blocked; the TPS work-permit cap stands,La corte divide el fallo sobre la H.R.1: siguen bloqueados el rechazo y la remoción por la cuota de asilo; queda en pie el tope de permisos de trabajo por TPS,"On Aug. 5, 2026, the federal court in Venezuelan Ass’n of Mass. v. USCIS (No. 26-cv-13038, D. Mass.) replaced its July 21 administrative stay with a longer-term ruling. Stayed nationwide while the case proceeds: the rule provisions letting USCIS reject a pending Form I-589 or initiate removal solely for non-payment of the Annual Asylum Fee. Denied: the challenge to H.R.1’s one-year cap on TPS-based work permits — previously-extended TPS EADs no longer keep their prior expiration dates. The fee itself remains payable, and published summaries of the order do not list work-authorization termination among the stayed provisions — verify current USCIS guidance on that point. The plaintiffs appealed to the First Circuit on Aug. 6, 2026.","El 5 de agosto de 2026, el tribunal federal en Venezuelan Ass’n of Mass. v. USCIS (No. 26-cv-13038, D. Mass.) reemplazó su suspensión administrativa del 21 de julio con un fallo de más largo plazo. Suspendido a nivel nacional mientras avanza el caso: las disposiciones de la regla que permitían a USCIS rechazar un Formulario I-589 pendiente o iniciar la remoción únicamente por no pagar la Tarifa Anual de Asilo. Denegado: el reclamo contra el tope de un año de la H.R.1 para los permisos de trabajo basados en TPS — los EAD de TPS ya prorrogados ya no conservan su fecha de vencimiento anterior. La cuota en sí sigue siendo pagadera, y los resúmenes publicados de la orden no mencionan la cancelación de la autorización de trabajo entre lo suspendido — verifique la guía vigente de USCIS en ese punto. Los demandantes apelaron ante el Primer Circuito el 6 de agosto de 2026.",https://www.courtlistener.com/docket/73564609/venezuelan-association-of-massachusetts-v-united-states-citizenship-and/,/procedures/asylum-annual-fee/,/es/tramites/cuota-anual-de-asilo/
2026-08-05,day,tps,"E-Verify moves the TPS Somalia Form I-9 date again: Aug. 5 to Aug. 10, 2026",E-Verify vuelve a mover la fecha del Formulario I-9 del TPS de Somalia: del 5 al 10 de agosto de 2026,"E-Verify posted superseding Somalia guidance on Aug. 5, 2026, replacing its Aug. 3, 2026 release. Employment Authorization Documents issued under the Somalia designation remain extended per court order -- African Communities Together v. Noem, No. 26-cv-11201 (D. Mass.) -- and the guidance still describes the extension as limited relief until the lower courts align with Mullin v. Doe. The Form I-9 Section 2 date employers enter moves from Aug. 5, 2026 to Aug. 10, 2026; Section 1 still reads 'as per court order'. The five-day step makes Somalia the last of the four court-stayed designations to come due rather than the first -- Ethiopia and South Sudan (Aug. 6, 2026) and Burma (Aug. 7, 2026) now fall before it. The USCIS Somalia country page remains live; it has not been moved to the archive, the step that put the Haiti, Syria and Yemen terminations into force on July 27, 2026.","E-Verify publicó el 5 de agosto de 2026 guía de Somalia que reemplaza su publicación del 3 de agosto de 2026. Los Documentos de Autorización de Empleo emitidos bajo la designación de Somalia siguen extendidos por orden judicial -- African Communities Together v. Noem, No. 26-cv-11201 (D. Mass.) -- y la guía sigue describiendo la extensión como un alivio limitado hasta que los tribunales inferiores se alineen con Mullin v. Doe. La fecha que los empleadores anotan en la Sección 2 del Formulario I-9 pasa del 5 de agosto de 2026 al 10 de agosto de 2026; la Sección 1 sigue diciendo 'as per court order'. El salto de cinco días convierte a Somalia en la última de las cuatro designaciones suspendidas por tribunales en vencer, en vez de la primera -- Etiopía y Sudán del Sur (6 de agosto de 2026) y Birmania (7 de agosto de 2026) quedan antes. La página de país de Somalia en USCIS sigue activa; no fue trasladada al archivo, el paso que puso en vigor las terminaciones de Haití, Siria y Yemen el 27 de julio de 2026.",https://www.e-verify.gov/about-e-verify/whats-new/update-on-termination-of-temporary-protected-status-for-somalia-release-5,/datasets/tps-work-permit-status/,/es/datos/estado-permisos-trabajo-tps/
